time,volume,speed
7-8pm,197,30.0
4-5pm,228,30.0
8-9am,185,30.0
6-7pm,218,30.0
7-8pm,239,30.0
8-9am,180,30.0
6-7pm,240,30.0
4-5pm,216,30.0
7-8pm,211,30.0
6-7am,215,30.0
5-6pm,226,30.0
6-7pm,235,24.9
7-8pm,240,22.3
6-7pm,195,30.0
7-8am,182,30.0
4-5pm,187,30.0
6-7am,197,30.0
6-7pm,214,30.0
8-9am,225,30.0
6-7am,247,24.7
6-7pm,245,30.0
5-6pm,203,30.0
7-8pm,201,30.0
6-7pm,220,29.4
6-7pm,218,30.0
5-6pm,226,30.0
6-7am,225,28.1
8-9am,197,30.0
7-8am,242,28.7
5-6pm,193,30.0
7-8pm,208,30.0
6-7pm,247,22.0
7-8pm,250,23.2
6-7am,194,30.0
6-7am,194,30.0
6-7pm,241,29.7
4-5pm,226,30.0
8-9am,246,23.3
6-7am,202,30.0
7-8pm,195,30.0
8-9am,198,30.0
6-7am,196,30.0
7-8pm,234,27.1
7-8pm,194,30.0
6-7am,241,24.7
7-8pm,205,30.0
4-5pm,245,25.8
6-7am,195,30.0
6-7am,188,30.0
5-6pm,192,30.0
7-8am,206,30.0
6-7am,203,30.0
6-7pm,191,30.0
8-9am,215,29.9
5-6pm,225,30.0
6-7am,210,30.0
7-8pm,192,30.0
6-7pm,181,30.0
7-8am,204,30.0
6-7pm,248,30.0
5-6pm,192,30.0
5-6pm,240,29.6
6-7am,203,30.0
4-5pm,203,30.0
7-8am,234,30.0
8-9am,232,30.0
5-6pm,195,30.0
8-9am,197,30.0
6-7am,216,30.0
6-7am,190,30.0
5-6pm,229,30.0
7-8pm,219,30.0
4-5pm,236,30.0
4-5pm,217,29.0
7-8pm,204,30.0
8-9am,240,22.7
6-7pm,202,30.0
4-5pm,242,25.5
6-7pm,236,28.5
4-5pm,190,30.0
6-7am,231,27.8
7-8am,201,30.0
7-8pm,223,30.0
7-8pm,231,30.0
8-9am,234,26.8
7-8pm,214,30.0
6-7pm,231,30.0
5-6pm,231,24.8
4-5pm,215,30.0
4-5pm,193,30.0
7-8am,243,30.0
6-7am,183,30.0
6-7am,188,30.0
6-7pm,202,30.0
5-6pm,221,30.0
6-7pm,192,30.0
7-8pm,246,23.3
6-7pm,239,30.0
8-9am,243,27.5
7-8pm,249,28.4
7-8pm,249,25.6
6-7am,184,30.0
7-8pm,229,30.0
6-7am,228,30.0
6-7pm,184,30.0
7-8am,218,29.5
8-9am,242,28.5
6-7am,229,30.0
6-7pm,242,25.6
4-5pm,249,25.2
4-5pm,200,30.0
4-5pm,213,30.0
8-9am,225,28.6
5-6pm,221,30.0
8-9am,185,30.0
5-6pm,224,28.5
6-7pm,183,30.0
4-5pm,223,30.0
4-5pm,224,26.9
7-8am,224,30.0
8-9am,211,30.0
6-7am,190,30.0
7-8am,219,30.0
6-7am,182,30.0
4-5pm,238,26.6
8-9am,245,21.8
5-6pm,182,30.0
4-5pm,182,30.0
6-7am,229,30.0
6-7pm,242,30.0
5-6pm,206,30.0
8-9am,223,30.0
7-8am,226,26.5
7-8pm,243,25.7
5-6pm,189,30.0
6-7am,207,30.0
4-5pm,218,28.6
6-7am,208,30.0
8-9am,192,30.0
5-6pm,188,30.0
8-9am,240,28.9
8-9am,189,30.0
4-5pm,244,23.3
4-5pm,249,28.8
5-6pm,231,30.0
5-6pm,238,26.4
6-7pm,203,30.0
5-6pm,246,22.0
7-8pm,243,30.0
6-7pm,239,30.0
7-8pm,248,22.2
6-7pm,235,24.2
8-9am,187,30.0
7-8am,239,30.0
4-5pm,218,29.8
6-7am,220,29.1
8-9am,206,30.0
8-9am,216,30.0
6-7am,210,30.0
7-8am,199,30.0
5-6pm,219,30.0
6-7am,235,29.9
7-8am,205,30.0
7-8pm,183,30.0
7-8am,215,30.0
4-5pm,185,30.0
6-7am,182,30.0
7-8pm,220,30.0
4-5pm,188,30.0
6-7am,226,29.2
6-7pm,230,25.6
5-6pm,197,30.0
5-6pm,244,21.7
6-7am,247,29.9
7-8pm,210,30.0
5-6pm,220,30.0
6-7pm,229,27.2
7-8am,210,30.0
7-8am,198,30.0
8-9am,215,30.0
8-9am,187,30.0
4-5pm,194,30.0
8-9am,240,25.8
6-7pm,198,30.0
6-7am,227,27.6
6-7pm,184,30.0
7-8pm,186,30.0
4-5pm,210,30.0
6-7pm,219,30.0
6-7pm,226,27.1
7-8am,195,30.0
4-5pm,236,30.0
7-8pm,212,30.0
7-8pm,210,30.0
6-7pm,200,30.0
7-8pm,220,29.0
8-9am,232,26.6
4-5pm,190,30.0
7-8pm,240,25.2
7-8pm,222,29.8
6-7pm,192,30.0
8-9am,213,30.0
7-8pm,233,28.3
4-5pm,250,22.7
6-7pm,183,30.0
7-8pm,203,30.0
7-8am,197,30.0
6-7am,219,30.0
5-6pm,194,30.0
6-7pm,196,30.0
8-9am,232,26.6
6-7pm,237,28.8
6-7pm,197,30.0
7-8am,221,29.3
7-8am,190,30.0
7-8pm,230,26.2
6-7am,208,30.0
4-5pm,209,30.0
7-8pm,205,30.0
5-6pm,201,30.0
7-8am,234,28.1
7-8am,191,30.0
5-6pm,195,30.0
4-5pm,235,26.0
6-7pm,243,30.0
7-8pm,206,30.0
4-5pm,214,30.0
7-8pm,228,30.0
7-8pm,206,30.0
7-8am,216,30.0
7-8pm,233,30.0
8-9am,198,30.0
7-8am,210,30.0
6-7pm,227,29.8
4-5pm,238,30.0
6-7pm,197,30.0
6-7pm,230,28.1
6-7pm,229,28.2
5-6pm,212,30.0
7-8am,187,30.0
5-6pm,240,23.1
5-6pm,185,30.0
4-5pm,228,30.0
5-6pm,227,30.0
8-9am,185,30.0
8-9am,201,30.0
8-9am,239,30.0
8-9am,247,27.5
7-8am,194,30.0
7-8pm,243,22.7
4-5pm,215,30.0
8-9am,216,29.9
4-5pm,213,30.0
4-5pm,201,30.0
6-7pm,199,30.0
7-8am,236,30.0
6-7am,186,30.0
6-7pm,240,30.0
4-5pm,239,29.0
6-7pm,185,30.0
6-7am,242,28.1
6-7am,198,30.0
7-8am,206,30.0
7-8pm,201,30.0
6-7pm,214,30.0
6-7am,207,30.0
7-8am,247,23.0
7-8am,233,24.9
8-9am,243,25.2
6-7pm,183,30.0
5-6pm,195,30.0
7-8am,193,30.0
7-8pm,183,30.0
8-9am,241,28.4
6-7am,180,30.0
6-7pm,237,30.0
6-7am,196,30.0
6-7am,216,30.0
5-6pm,189,30.0
8-9am,228,30.0
7-8pm,202,30.0
7-8pm,231,30.0
7-8pm,206,30.0
7-8pm,231,30.0
4-5pm,199,30.0
8-9am,235,26.4
6-7am,196,30.0
4-5pm,227,30.0
4-5pm,237,24.2
4-5pm,214,30.0
7-8pm,191,30.0
4-5pm,227,29.5
5-6pm,234,30.0
6-7pm,223,27.3
6-7pm,208,30.0
5-6pm,199,30.0
4-5pm,247,30.0
7-8pm,235,30.0
7-8am,241,30.0
5-6pm,218,29.8
6-7am,234,30.0
6-7am,250,30.0
4-5pm,245,30.0
6-7pm,232,30.0
5-6pm,212,30.0
6-7am,190,30.0
4-5pm,194,30.0
7-8pm,202,30.0
4-5pm,230,30.0
6-7pm,218,30.0
4-5pm,238,25.4
7-8pm,213,30.0
6-7am,203,30.0
6-7am,213,30.0
6-7am,235,28.6
7-8am,230,30.0
4-5pm,241,28.3
7-8pm,242,30.0
6-7pm,226,29.0
6-7am,230,27.0
7-8am,196,30.0
6-7pm,194,30.0
7-8am,204,30.0
6-7pm,241,26.0
6-7pm,210,30.0
8-9am,248,30.0
4-5pm,239,30.0
7-8am,182,30.0
4-5pm,236,23.6
5-6pm,182,30.0
5-6pm,211,30.0
6-7am,230,30.0
6-7pm,193,30.0
7-8pm,235,23.7
5-6pm,243,24.4
6-7am,250,19.0
5-6pm,242,28.8
6-7am,242,30.0
5-6pm,247,30.0
8-9am,220,30.0
6-7am,233,25.3
6-7pm,243,25.9
4-5pm,224,30.0
6-7pm,182,30.0
4-5pm,204,30.0
5-6pm,209,30.0
7-8pm,223,27.8
8-9am,239,30.0
7-8pm,229,25.7
7-8pm,226,28.1
8-9am,200,30.0
7-8am,191,30.0
5-6pm,202,30.0
4-5pm,242,30.0
7-8am,243,29.9
8-9am,186,30.0
7-8am,213,30.0
5-6pm,202,30.0
8-9am,184,30.0
7-8am,235,30.0
4-5pm,195,30.0
7-8pm,213,30.0
7-8pm,225,28.6
7-8pm,214,30.0
6-7am,245,25.6
4-5pm,186,30.0
7-8pm,238,23.0
7-8pm,194,30.0
6-7am,193,30.0
6-7pm,244,30.0
8-9am,195,30.0
6-7pm,200,30.0
4-5pm,236,25.9
8-9am,192,30.0
6-7am,222,28.9
4-5pm,205,30.0
7-8pm,180,30.0
5-6pm,240,29.9
8-9am,201,30.0
6-7pm,233,30.0
7-8pm,211,30.0
7-8am,247,27.6
4-5pm,197,30.0
7-8pm,232,25.5
8-9am,246,22.9
7-8pm,183,30.0
5-6pm,181,30.0
8-9am,188,30.0
7-8am,231,24.9
7-8pm,235,30.0
6-7pm,184,30.0
6-7am,199,30.0
4-5pm,246,20.6
6-7pm,231,25.9
6-7pm,250,20.8
6-7am,220,28.7
5-6pm,215,30.0
4-5pm,198,30.0
5-6pm,206,30.0
7-8pm,236,26.6
8-9am,231,27.0
8-9am,190,30.0
6-7pm,229,28.0
5-6pm,196,30.0
5-6pm,216,30.0
8-9am,250,28.6
7-8pm,200,30.0
7-8am,249,24.9
5-6pm,218,30.0
7-8pm,194,30.0
5-6pm,227,30.0
7-8pm,225,30.0
5-6pm,195,30.0
7-8am,180,30.0
7-8am,248,21.7
6-7pm,224,30.0
5-6pm,197,30.0
5-6pm,211,30.0
8-9am,204,30.0
6-7pm,238,30.0
6-7am,234,25.7
7-8am,191,30.0
6-7am,240,30.0
4-5pm,227,28.9
7-8pm,246,23.1
6-7pm,213,30.0
6-7pm,234,23.8
4-5pm,242,24.7
7-8am,200,30.0
7-8am,242,25.0
6-7am,245,22.3
6-7am,207,30.0
8-9am,200,30.0
4-5pm,195,30.0
5-6pm,194,30.0
7-8am,217,30.0
8-9am,195,30.0
6-7am,218,30.0
5-6pm,198,30.0
8-9am,233,30.0
7-8pm,216,30.0
5-6pm,242,30.0
6-7am,224,30.0
8-9am,233,29.6
7-8pm,237,24.0
6-7pm,228,30.0
5-6pm,196,30.0
6-7pm,238,25.4
6-7pm,237,30.0
5-6pm,221,30.0
4-5pm,232,30.0
6-7pm,223,30.0
6-7pm,236,26.2
6-7pm,191,30.0
7-8pm,183,30.0
6-7am,219,30.0
5-6pm,190,30.0
6-7am,249,25.1
4-5pm,246,30.0
6-7am,244,22.1
6-7am,248,30.0
7-8am,215,30.0
5-6pm,236,30.0
6-7am,221,30.0
6-7am,242,23.1
4-5pm,223,30.0
8-9am,183,30.0
6-7am,228,30.0
8-9am,192,30.0
7-8pm,198,30.0
4-5pm,191,30.0
8-9am,201,30.0
6-7am,203,30.0
8-9am,218,30.0
8-9am,198,30.0
7-8pm,213,30.0
7-8am,195,30.0
7-8pm,210,30.0
6-7am,244,28.7
4-5pm,214,30.0
4-5pm,250,27.3
7-8am,183,30.0
5-6pm,182,30.0
5-6pm,192,30.0
4-5pm,196,30.0
6-7pm,237,30.0
7-8am,244,30.0
7-8am,227,30.0
4-5pm,211,30.0
7-8pm,237,30.0
5-6pm,239,22.8
7-8am,217,30.0
4-5pm,180,30.0
7-8pm,214,30.0
7-8pm,228,25.6
5-6pm,207,30.0
6-7pm,216,30.0
8-9am,248,25.5
6-7am,191,30.0
8-9am,197,30.0
5-6pm,235,30.0
8-9am,220,28.9
6-7pm,213,30.0
6-7pm,237,30.0
4-5pm,221,30.0
6-7pm,222,30.0
6-7am,197,30.0
6-7am,240,30.0
6-7pm,202,30.0
5-6pm,242,24.3
6-7pm,190,30.0
7-8pm,189,30.0
8-9am,236,26.9
8-9am,228,27.3
7-8pm,229,30.0
8-9am,181,30.0
7-8am,204,30.0
6-7pm,182,30.0
7-8pm,225,30.0
7-8am,218,30.0
8-9am,209,30.0
6-7pm,184,30.0
7-8pm,206,30.0
8-9am,230,30.0
5-6pm,244,27.3
5-6pm,204,30.0
7-8am,202,30.0
5-6pm,188,30.0
6-7pm,209,30.0
6-7pm,215,30.0
6-7pm,182,30.0
6-7pm,248,24.8
4-5pm,238,30.0
8-9am,186,30.0
4-5pm,235,25.2
5-6pm,215,30.0
5-6pm,239,28.3
7-8am,185,30.0
4-5pm,186,30.0
6-7am,248,27.1
6-7am,230,30.0
7-8am,183,30.0
7-8am,234,24.3
8-9am,205,30.0
6-7am,188,30.0
7-8pm,183,30.0
6-7pm,183,30.0
7-8am,222,28.7
8-9am,193,30.0
5-6pm,186,30.0
7-8pm,210,30.0
6-7pm,236,25.8
6-7am,237,27.7
4-5pm,187,30.0
6-7pm,220,28.9
6-7am,188,30.0
5-6pm,236,30.0
6-7pm,235,30.0
8-9am,187,30.0
5-6pm,228,30.0
5-6pm,232,30.0
4-5pm,181,30.0
5-6pm,234,25.1
6-7pm,192,30.0
8-9am,183,30.0
6-7am,204,30.0
7-8pm,188,30.0
7-8am,204,30.0
4-5pm,245,30.0
4-5pm,241,25.1
7-8pm,203,30.0
8-9am,185,30.0
6-7pm,235,28.9
5-6pm,225,30.0
8-9am,198,30.0
6-7am,223,30.0
6-7pm,246,25.7
5-6pm,198,30.0
7-8am,186,30.0
7-8am,205,30.0
6-7pm,188,30.0
4-5pm,240,25.7
5-6pm,222,28.6
4-5pm,222,30.0
4-5pm,222,30.0
6-7am,185,30.0
4-5pm,208,30.0
6-7pm,207,30.0
4-5pm,222,29.0
7-8pm,206,30.0
6-7am,180,30.0
6-7am,225,30.0
7-8am,198,30.0
6-7am,226,30.0
7-8am,205,30.0
6-7pm,208,30.0
5-6pm,202,30.0
6-7am,211,30.0
6-7am,202,30.0
7-8am,182,30.0
6-7am,228,28.9
8-9am,223,27.6
7-8pm,238,30.0
5-6pm,227,29.1
6-7am,235,24.8
7-8am,195,30.0
4-5pm,204,30.0
4-5pm,227,30.0
7-8pm,211,30.0
8-9am,204,30.0
6-7am,199,30.0
7-8pm,215,30.0
4-5pm,245,20.9
7-8pm,206,30.0
5-6pm,240,24.5
4-5pm,188,30.0
5-6pm,245,28.6
6-7pm,239,30.0
4-5pm,227,30.0
5-6pm,243,27.7
7-8pm,231,28.4
7-8am,184,30.0
4-5pm,237,24.5
4-5pm,207,30.0
8-9am,200,30.0
7-8am,212,30.0
5-6pm,190,30.0
6-7am,225,30.0
8-9am,239,28.1
4-5pm,234,29.7
4-5pm,232,30.0
6-7am,220,30.0
8-9am,202,30.0
6-7am,189,30.0
5-6pm,217,30.0
7-8pm,249,24.2
6-7am,215,30.0
6-7am,195,30.0
7-8am,249,30.0
6-7pm,222,30.0
5-6pm,215,30.0
7-8pm,197,30.0
6-7am,249,20.5
8-9am,218,30.0
7-8pm,231,25.3
5-6pm,181,30.0
7-8am,199,30.0
7-8am,209,30.0
5-6pm,240,30.0
6-7pm,250,22.4
6-7am,239,30.0
4-5pm,220,29.2
4-5pm,233,30.0
5-6pm,183,30.0
6-7pm,196,30.0
6-7pm,181,30.0
4-5pm,225,30.0
4-5pm,234,27.2
5-6pm,248,29.1
6-7am,182,30.0
8-9am,197,30.0
7-8am,230,25.2
4-5pm,230,30.0
8-9am,204,30.0
8-9am,237,27.0
6-7pm,191,30.0
7-8pm,250,30.0
7-8am,242,30.0
4-5pm,188,30.0
8-9am,216,30.0
6-7am,247,30.0
7-8am,227,30.0
4-5pm,221,28.9
6-7am,230,30.0
4-5pm,196,30.0
7-8pm,188,30.0
7-8am,206,30.0
6-7pm,219,30.0
5-6pm,240,30.0
5-6pm,219,30.0
6-7am,238,30.0
7-8pm,198,30.0
7-8am,231,28.7
5-6pm,247,28.9
5-6pm,242,28.1
8-9am,185,30.0
7-8pm,238,30.0
7-8pm,218,30.0
7-8am,202,30.0
6-7pm,235,29.5
6-7am,203,30.0
6-7am,230,28.0
7-8am,210,30.0
5-6pm,215,30.0
6-7am,217,30.0
4-5pm,207,30.0
8-9am,250,30.0
5-6pm,189,30.0
7-8am,221,30.0
6-7am,212,30.0
6-7pm,239,30.0
6-7pm,239,29.6
4-5pm,231,26.2
6-7am,184,30.0
6-7pm,197,30.0
6-7am,239,28.4
7-8am,190,30.0
7-8pm,236,30.0
7-8am,215,30.0
7-8am,182,30.0
6-7pm,217,30.0
6-7pm,230,30.0
7-8am,181,30.0
7-8am,236,30.0
5-6pm,184,30.0
6-7am,207,30.0
6-7pm,246,24.9
8-9am,193,30.0
6-7am,236,30.0
7-8pm,186,30.0
8-9am,205,30.0
6-7am,210,30.0
6-7am,233,30.0
6-7pm,223,28.6
6-7am,188,30.0
6-7am,201,30.0
7-8pm,233,29.3
6-7pm,221,30.0
5-6pm,204,30.0
6-7am,230,25.6
8-9am,209,30.0
4-5pm,221,30.0
7-8am,220,30.0
6-7pm,238,30.0
8-9am,215,30.0
7-8am,185,30.0
5-6pm,232,30.0
6-7am,243,21.3
7-8pm,248,22.4
6-7am,201,30.0
6-7pm,221,27.9
7-8pm,229,28.5
6-7pm,197,30.0
6-7pm,220,28.2
6-7am,241,30.0
6-7pm,237,29.9
6-7pm,209,30.0
5-6pm,181,30.0
6-7pm,195,30.0
5-6pm,234,26.4
8-9am,190,30.0
7-8am,243,30.0
6-7am,228,30.0
5-6pm,210,30.0
8-9am,236,26.1
6-7pm,197,30.0
4-5pm,185,30.0
7-8am,216,30.0
7-8am,222,30.0
6-7pm,249,30.0
6-7pm,211,30.0
4-5pm,208,30.0
4-5pm,246,29.2
4-5pm,180,30.0
6-7am,188,30.0
7-8am,198,30.0
5-6pm,191,30.0
6-7am,206,30.0
8-9am,234,26.8
7-8am,201,30.0
7-8am,234,30.0
4-5pm,218,30.0
7-8pm,205,30.0
8-9am,241,30.0
4-5pm,230,30.0
5-6pm,236,29.7
7-8pm,235,26.1
4-5pm,241,30.0
7-8pm,234,25.4
7-8am,218,30.0
8-9am,250,22.8
4-5pm,228,30.0
5-6pm,216,30.0
7-8am,241,30.0
7-8am,240,30.0
5-6pm,180,30.0
4-5pm,227,30.0
8-9am,230,25.3
6-7pm,229,30.0
6-7am,189,30.0
5-6pm,195,30.0
4-5pm,200,30.0
7-8pm,212,30.0
4-5pm,224,30.0
6-7pm,227,28.8
6-7pm,229,26.0
6-7am,211,30.0
6-7pm,226,29.6
6-7pm,183,30.0
4-5pm,198,30.0
5-6pm,198,30.0
7-8pm,200,30.0
4-5pm,191,30.0
6-7am,230,27.9
4-5pm,246,21.4
8-9am,201,30.0
5-6pm,218,30.0
6-7pm,228,29.6
6-7pm,232,27.0
5-6pm,191,30.0
8-9am,224,28.4
4-5pm,206,30.0
7-8am,219,30.0
6-7am,242,30.0
6-7pm,233,29.1
7-8am,216,30.0
6-7pm,202,30.0
7-8am,197,30.0
4-5pm,244,21.5
6-7am,207,30.0
7-8am,203,30.0
7-8pm,213,30.0
5-6pm,232,30.0
7-8am,193,30.0
4-5pm,190,30.0
8-9am,195,30.0
4-5pm,183,30.0
6-7am,242,25.5
7-8pm,181,30.0
7-8pm,180,30.0
5-6pm,185,30.0
5-6pm,180,30.0
4-5pm,214,30.0
8-9am,223,30.0
8-9am,227,28.9
8-9am,220,29.5
6-7am,231,30.0
7-8pm,225,27.6
7-8pm,192,30.0
7-8am,231,27.5
7-8pm,183,30.0
6-7pm,247,29.6
5-6pm,211,30.0
6-7pm,240,27.8
6-7pm,204,30.0
8-9am,221,30.0
6-7pm,185,30.0
7-8am,221,30.0
5-6pm,242,28.8
4-5pm,190,30.0
8-9am,192,30.0
7-8pm,204,30.0
7-8pm,246,21.8
4-5pm,244,30.0
6-7pm,191,30.0
4-5pm,250,19.2
6-7am,201,30.0
7-8am,241,25.8
7-8pm,211,30.0
6-7pm,191,30.0
8-9am,183,30.0
7-8am,229,27.6
6-7pm,212,30.0
5-6pm,195,30.0
6-7pm,242,30.0
5-6pm,222,28.5
4-5pm,188,30.0
7-8pm,228,28.9
7-8am,235,25.6
6-7am,213,30.0
6-7pm,194,30.0
6-7am,204,30.0
8-9am,227,30.0
6-7am,228,29.7
5-6pm,219,30.0
4-5pm,204,30.0
7-8pm,220,29.8
5-6pm,196,30.0
6-7am,208,30.0
8-9am,248,21.6
8-9am,198,30.0
4-5pm,208,30.0
7-8am,198,30.0
8-9am,184,30.0
6-7am,244,20.9
6-7pm,215,29.5
7-8am,241,26.2
4-5pm,243,30.0
8-9am,187,30.0
7-8am,199,30.0
6-7am,208,30.0
6-7pm,202,30.0
7-8pm,230,30.0
5-6pm,200,30.0
6-7pm,230,30.0
7-8pm,240,22.1
5-6pm,230,30.0
7-8am,216,30.0
7-8am,250,27.5
5-6pm,221,29.7
6-7pm,186,30.0
7-8am,218,30.0
4-5pm,197,30.0
7-8am,217,29.7
7-8am,207,30.0
7-8pm,181,30.0
7-8pm,193,30.0
4-5pm,198,30.0
6-7am,201,30.0
7-8am,225,26.7
5-6pm,186,30.0
7-8am,223,30.0
6-7am,231,30.0
8-9am,210,30.0
4-5pm,202,30.0
7-8pm,191,30.0
6-7pm,228,30.0
6-7am,236,30.0
4-5pm,194,30.0
5-6pm,245,30.0
6-7pm,241,30.0
7-8am,192,30.0
6-7pm,229,30.0
7-8am,235,30.0
6-7pm,192,30.0
7-8pm,248,30.0
7-8pm,182,30.0
5-6pm,248,22.5
7-8pm,242,30.0
7-8pm,248,23.5
7-8am,195,30.0
5-6pm,195,30.0
4-5pm,203,30.0
7-8am,220,30.0
6-7am,206,30.0
6-7am,212,30.0
5-6pm,190,30.0
5-6pm,218,30.0
6-7pm,201,30.0
6-7am,180,30.0
8-9am,246,21.5
5-6pm,248,27.1
5-6pm,242,25.2
5-6pm,225,30.0
6-7pm,206,30.0
7-8am,185,30.0
7-8pm,198,30.0
5-6pm,207,30.0
8-9am,250,30.0
5-6pm,215,30.0
8-9am,234,30.0
7-8am,213,30.0
8-9am,231,30.0
7-8am,234,24.4
6-7pm,248,30.0
6-7pm,214,29.8
5-6pm,204,30.0
4-5pm,245,25.6
7-8pm,199,30.0
5-6pm,235,30.0
6-7am,211,30.0
5-6pm,248,30.0
6-7pm,232,30.0
8-9am,191,30.0
7-8pm,214,30.0
6-7am,208,30.0
7-8am,228,25.8
7-8pm,228,26.1
6-7pm,195,30.0
7-8pm,219,30.0
8-9am,242,30.0
5-6pm,216,30.0
7-8am,192,30.0
4-5pm,220,28.4
6-7pm,203,30.0
7-8pm,248,25.7
7-8am,231,30.0
5-6pm,213,30.0
7-8am,199,30.0
8-9am,228,29.8
6-7pm,186,30.0
7-8am,227,28.6
7-8am,233,27.2
7-8pm,236,23.4
8-9am,239,28.2
6-7pm,234,29.0
7-8pm,209,30.0
4-5pm,191,30.0
6-7pm,220,29.2
7-8am,190,30.0
6-7am,191,30.0
5-6pm,190,30.0
6-7am,243,23.5
6-7pm,234,27.3
5-6pm,197,30.0
4-5pm,248,23.7
7-8pm,181,30.0
6-7pm,180,30.0
7-8am,248,23.0
6-7am,247,24.1
6-7pm,237,23.3
7-8am,247,21.2
7-8am,189,30.0
6-7am,245,28.9
7-8am,234,29.2
8-9am,227,26.2
7-8pm,211,30.0
4-5pm,195,30.0
6-7am,217,30.0
8-9am,230,30.0
6-7am,245,22.8
7-8pm,239,23.6
6-7am,242,30.0
8-9am,238,30.0
6-7pm,193,30.0
6-7am,203,30.0
7-8am,192,30.0
7-8am,190,30.0
4-5pm,232,30.0
6-7pm,180,30.0
4-5pm,212,30.0
4-5pm,227,30.0
8-9am,203,30.0
6-7pm,193,30.0
8-9am,236,30.0
7-8pm,235,30.0
8-9am,205,30.0
4-5pm,185,30.0
7-8am,222,28.2
6-7pm,205,30.0
4-5pm,214,30.0
6-7pm,250,26.1
7-8pm,196,30.0
6-7pm,231,29.8
6-7am,229,30.0
8-9am,182,30.0
6-7pm,244,30.0
7-8pm,210,30.0
5-6pm,223,30.0
8-9am,181,30.0
7-8pm,216,30.0
7-8am,234,30.0
8-9am,245,30.0
6-7pm,194,30.0
4-5pm,211,30.0
7-8pm,205,30.0
5-6pm,193,30.0
7-8pm,203,30.0
7-8am,199,30.0
7-8am,231,30.0
5-6pm,198,30.0
6-7am,205,30.0
8-9am,228,30.0
4-5pm,209,30.0
4-5pm,241,30.0
8-9am,186,30.0
8-9am,226,30.0
6-7am,233,30.0
6-7am,203,30.0
4-5pm,221,30.0
6-7am,215,30.0
4-5pm,235,30.0
6-7am,226,30.0
6-7pm,192,30.0
7-8am,250,22.2
7-8pm,222,30.0
5-6pm,226,28.6
7-8am,247,25.2
4-5pm,215,30.0
7-8am,191,30.0
6-7pm,195,30.0
4-5pm,204,30.0
5-6pm,192,30.0
4-5pm,223,30.0
7-8am,205,30.0
4-5pm,185,30.0
7-8pm,250,23.0
4-5pm,224,27.7
6-7am,195,30.0
5-6pm,241,28.8
8-9am,182,30.0
5-6pm,196,30.0
6-7pm,187,30.0
4-5pm,204,30.0
7-8pm,243,25.1
7-8am,245,20.9
4-5pm,236,26.0
8-9am,229,30.0
7-8am,206,30.0
6-7am,207,30.0
6-7pm,245,27.6
7-8pm,247,29.8
8-9am,208,30.0
7-8am,250,30.0
8-9am,185,30.0
8-9am,185,30.0
7-8pm,197,30.0
7-8am,186,30.0
6-7am,206,30.0
8-9am,224,30.0
6-7pm,221,30.0
7-8am,250,29.3
8-9am,232,25.5
6-7pm,221,27.8
7-8am,181,30.0
6-7am,215,30.0
7-8pm,248,24.3
6-7pm,193,30.0
8-9am,228,26.1
4-5pm,250,30.0
7-8am,208,30.0
7-8am,230,30.0
4-5pm,235,30.0
4-5pm,191,30.0
7-8am,203,30.0
6-7pm,204,30.0
6-7am,203,30.0
7-8am,219,30.0
7-8am,230,28.1
4-5pm,188,30.0
6-7pm,211,30.0
5-6pm,231,30.0
7-8pm,197,30.0
4-5pm,181,30.0
7-8pm,229,30.0
6-7pm,181,30.0
7-8pm,185,30.0
6-7pm,190,30.0
6-7am,181,30.0
7-8pm,193,30.0
6-7am,223,28.4
7-8pm,205,30.0
8-9am,236,25.3
7-8am,222,30.0
8-9am,187,30.0
7-8pm,249,30.0
8-9am,185,30.0
7-8pm,193,30.0
7-8am,233,30.0
4-5pm,183,30.0
8-9am,198,30.0
6-7pm,208,30.0
6-7pm,229,28.4
6-7am,194,30.0
8-9am,208,30.0
8-9am,225,30.0
6-7am,195,30.0
7-8am,185,30.0
5-6pm,234,28.9
7-8am,203,30.0
8-9am,218,30.0
8-9am,224,27.9
8-9am,243,25.4
7-8pm,189,30.0
7-8am,199,30.0
4-5pm,220,30.0
6-7am,241,24.0
8-9am,234,24.2
7-8am,198,30.0
8-9am,203,30.0
4-5pm,220,30.0
6-7pm,232,28.5
6-7pm,222,30.0
5-6pm,211,30.0
4-5pm,243,26.9
7-8am,248,25.9
6-7pm,229,30.0
7-8pm,233,29.1
7-8am,208,30.0
7-8pm,226,30.0
4-5pm,182,30.0
6-7am,197,30.0
7-8pm,224,30.0
7-8am,197,30.0
4-5pm,250,19.4
7-8am,211,30.0
6-7am,187,30.0
6-7am,198,30.0
6-7pm,234,30.0
6-7am,193,30.0
7-8pm,241,23.7
8-9am,200,30.0
6-7am,198,30.0
7-8pm,181,30.0
7-8am,233,30.0
6-7pm,240,25.1
8-9am,247,23.9
8-9am,240,29.1
6-7pm,236,25.6
7-8am,181,30.0
6-7am,187,30.0
6-7am,202,30.0
6-7pm,230,26.7
7-8pm,238,27.8
5-6pm,213,30.0
4-5pm,219,30.0
6-7am,200,30.0
7-8am,246,28.4
6-7am,207,30.0
7-8pm,208,30.0
4-5pm,189,30.0
6-7pm,241,30.0
7-8am,231,26.5
6-7pm,186,30.0
6-7am,234,30.0
5-6pm,193,30.0
8-9am,222,30.0
6-7am,200,30.0
